lat,lon,Name,Adresse, Nb de places BePark,
48.9539060,2.3131717,Indigo - Centre commercial l'Ilo,5 AVENUE DE LATTRE DE TASSIGNY  93800 ÉPINAY-SUR-SEINE  FRANCE, 93031001,lat,lon,Name,Adresse, Nb de places BePark,
43.6572408,6.9220560,Indigo - Honoré Cresp,17 BOULEVARD FRAGONARD  06130 GRASSE FRANCE, 06069001,lat,lon,Name,Adresse, Nb de places BePark,
43.6604891,6.9222701,Indigo - La Foux,AVENUE DU MARÉCHAL JUIN  06130 GRASSE FRANCE, 06069004,lat,lon,Name,Adresse, Nb de places BePark,
43.6590829,6.9247291,Indigo - Hôtel de Ville - Cathédrale,PLACE AUX HERBES 06130 GRASSE FRANCE, 06069006,lat,lon,Name,Adresse, Nb de places BePark,
45.1805680,5.7052090,Indigo - Parcs-relais,PARC CATANE - 60 RUE AMPÈRE  38000 GRENOBLE FRANCE, 38185028,lat,lon,Name,Adresse, Nb de places BePark,
48.8146753,7.7806552,Indigo - Pôle d'échange multimodal,RUE DU MOULIN NEUF, 670301,lat,lon,Name,Adresse, Nb de places BePark,
43.3582431,-1.7743813,Indigo - Centre-Ville,RUE DE L EGLISE  64700 HENDAYE  FRANCE, 64260001,lat,lon,Name,Adresse, Nb de places BePark,
43.1189908,6.1282565,Indigo - Gambetta,PARKING GAMBETTA - 2 RUE DU SOLDAT BELLON ANTOINE  83400 HYÈRES FRANCE, 83069007,lat,lon,Name,Adresse, Nb de places BePark,
43.1210070,6.1310784,Indigo - Clémenceau,PLACE GEORGES CLEMENCEAU  83400 HYÈRES FRANCE, 83069008,lat,lon,Name,Adresse, Nb de places BePark,
43.1188464,6.1320898,Indigo - Casino,1 AVENUE AMBROISE THOMAS  83400 HYÈRES FRANCE, 83069009,lat,lon,Name,Adresse, Nb de places BePark,
43.1197793,6.1319187,Indigo - Joffre,PLACE MARÉCHAL JOFFRE  83400 HYÈRES FRANCE, 83069010,lat,lon,Name,Adresse, Nb de places BePark,
48.8306856,2.2656087,Indigo - Camille Desmoulins,56, RUE CAMILLE DESMOULINS  92130 ISSY-LES-MOULINEAUX FRANCE, 92040001,lat,lon,Name,Adresse, Nb de places BePark,
48.8256421,2.2587717,Indigo - Ile Saint Germain,169 BIS, QUAI DE STALINGRAD  92130 ISSY-LES-MOULINEAUX FRANCE, 92040005,lat,lon,Name,Adresse, Nb de places BePark,
48.8267340,2.2752062,Indigo - Coeur de Ville,RUE VICTOR HUGO  92130 ISSY-LES-MOULINEAUX FRANCE, 92040006,lat,lon,Name,Adresse, Nb de places BePark,
