Propriétaire,Adresse,Latitude,Longitude,Nb places vacantes,Intérieur/extérieur/type,Hauteur max,Tarif HT hors com',Pleine propriété / Copropriété,Asset Manager,Commentaire,CP,Nb places totales,
LRYE,- RUE SERGE NOYER 78200 Mantes-la-Jolie,48.99673,1.713067,87,Parking sous-sol,,,,,,78200,,
LRYE,- RUE DE LA MARNE 78200 Mantes-la-Jolie,48.9868111,1.7121304,16,Parking aerien,,,,,,78200,,
LRYE,1 RUE MARIE LOUISE FUGA 91490 MOIGNY SUR ECOLE,48.4321388,2.4521985,32,Parking aerien,,,,,,91490,,
LRYE,7 AVENUE DES BELLES FONTAINES 91600 Savigny-sur-Orge,48.6804675,2.3607574,57,Parking sous-sol,,,,,,91600,,
LRYE,11 AVENUE DES CRESPIERRES 78650 BEYNES,48.856913,1.9056462,1,Garage,,,,,,78650,,
LRYE,- RUE CHARLES DE MENEAU 78640 Villiers-Saint-Frédéric,48.812692,1.8802791,6,Parking aerien,,,,,,78640,,
LRYE,- RUE MARCEL HONORE 78270 Bonnières-sur-Seine,49.035274,1.577767,1,Non renseigné,,,,,,78270,,
LRYE,- RUE DU MOULIN DE PIERRE 78270 Bonnières-sur-Seine,49.0341348,1.5845394,39,Parking aerien,,,,,,78270,,
LRYE,6 ALLEE FOURQUAUD 91300 MASSY,48.731975,2.2456428,66,Parking sous-sol,,,,,,91300,,
LRYE,- PLACE DE LA MAIRIE 78240 CHAMBOURCY,48.9062787,2.0387239,15,Garage,,,,,,78240,,
LRYE,- PLACE DU PAS 78570 Chanteloup-les-Vignes,48.9719891,2.0315949,5,Non renseigné,,,,,,78570,,
LRYE,- PLACE ISE 78570 Chanteloup-les-Vignes,48.973115,2.029467,2,Non renseigné,,,,,,78570,,
LRYE,- PLACE DE L'ETE VERT 78570 Chanteloup-les-Vignes,48.9736405,2.0279117,2,Non renseigné,,,,,,78570,,
LRYE,- PLACE DE L'ELLIPSE 78570 Chanteloup-les-Vignes,48.970988,2.030812,1,Non renseigné,,,,,,78570,,
LRYE,- CITE DES MAROLLES 78400 CHATOU,48.8990862,2.1585376,2,Garage,,,,,,78400,,
LRYE,13 RUE DE GAILLARD 91620 LA VILLE DU BOIS,48.658782,2.2719312,16,Parking aerien,,,,,,91620,,
LRYE,1 ALLEE DES PIVOINES 78200 MAGNANVILLE,48.967234,1.685161,47,Parking aerien,,,,,,78200,,
LRYE,9 AV. DU PT FRANKLIN ROOSEVELT 78200 Mantes-la-Jolie,48.99013,1.70986,4,Parking aerien,,,,,,78200,,
LRYE,- RUE DE VERSAILLES 78150 LE CHESNAY-ROCQUENCOURT,48.8252544,2.1280796,5,Parking aerien,,,,,,78150,,
LRYE,112 RUE DE VERSAILLES 78150 LE CHESNAY-ROCQUENCOURT,48.8247867,2.1281352,24,Parking sous-sol,,,,,,78150,,
LRYE,- AVENUE PAUL BRARD 78700 Conflans-Sainte-Honorine,48.9972089,2.1087248,4,Garage,,,,,,78700,,
LRYE,- AVENUE MARECHAL FOCH 78700 Conflans-Sainte-Honorine,49.0022009,2.1045316,7,Non renseigné,,,,,,78700,,
LRYE,2 PLACE GEORGES CLEMENCEAU 78700 Conflans-Sainte-Honorine,48.9895713,2.0747572,6,Garage,,,,,,78700,,
LRYE,5 RUE LA BRUYERE 91100 Corbeil-Essonnes,48.6153311,2.4635436,9,Parking aerien,,,,,,91100,,
LRYE,- SQUARE JEAN JAURES 91000 EVRY-COURCOURONNES,48.6298419,2.4137988,73,Parking sous-sol,,,,,,91000,,
LRYE,- RESIDENCE EUGENE LABICHE 78290 Croissy-sur-Seine,48.875559,2.12869,10,Non renseigné,,,,,,78290,,
LRYE,- CHEMIN CARRIERE DE MONTFAUCON 91150 ETAMPES,48.4396713,2.159698,37,Parking sous-sol,,,,,,91150,,
LRYE,- RUE DE LA MOUSSON 91150 ETAMPES,48.435515,2.1416204,3,Non renseigné,,,,,,91150,,
LRYE,- AV.DU 8 MAI 45 VALLEE COLLIN 91150 ETAMPES,48.4405207,2.1514119,2,Non renseigné,,,,,,91150,,
LRYE,- SQUARE JACQUES PREVERT 91000 EVRY-COURCOURONNES,48.6335146,2.4302501,229,Parking sous-sol,,,,,,91000,,
LRYE,308 ALLEE DU DRAGON 91000 EVRY-COURCOURONNES,48.6315039,2.42677,172,Parking sous-sol,,,,,,91000,,
LRYE,202 RUE DES PYRAMIDES 91000 EVRY-COURCOURONNES,48.6332293,2.4271377,34,Parking sous-sol,,,,,,91000,,
LRYE,102 PLACE SALVADOR ALLENDE 91000 EVRY-COURCOURONNES,48.634878,2.4298228,9,Non renseigné,,,,,,91000,,
LRYE,- SQUARE EUGENE POTTIER 91000 EVRY-COURCOURONNES,48.6203075,2.4451082,62,Parking sous-sol,,,,,,91000,,
LRYE,1 ALLEE RAYMOND QUENEAU 91000 EVRY-COURCOURONNES,48.6366012,2.4264267,56,Parking sous-sol,,,,,,91000,,
LRYE,- QUARTIER DU MERIDIEN 91350 GRIGNY,48.6555086,2.3737704,157,Parking aerien,,,,,,91350,,
LRYE,- PLACE DE LA TREILLE 91350 GRIGNY,48.6519418,2.3709967,196,Non renseigné,,,,,,91350,,
LRYE,- RUE DU RAVIN 91350 GRIGNY,48.6474416,2.3689556,57,Parking aerien,,,,,,91350,,
LRYE,- COUR DES EPICEAS 91350 GRIGNY,48.646453,2.36947,10,Non renseigné,,,,,,91350,,
LRYE,- RUE DESAIX 78800 HOUILLES,48.9319868,2.191169,13,Garage,,,,,,78800,,
LRYE,11 AVENUE ALBERT SARRAUT BT 5.2 91260 Juvisy-sur-Orge,48.6942805,2.362991,3,Non renseigné,,,,,,91260,,
LRYE,10 RUE PETIT BT 2.3 91260 Juvisy-sur-Orge,48.6936201,2.3683752,25,Non renseigné,,,,,,91260,,
LRYE,- CITE LES CROMS 78520 LIMAY,48.9356056,1.8443898,7,Non renseigné,,,,,,78520,,
LRYE,160 RUE DU PRESIDENT F. MITTERRAND 91160 LONGJUMEAU,48.690683,2.289227,51,Parking aerien,,,,,,91160,,
LRYE,2 SQUARE DE LA BARRERIE 78114 Magny-les-Hameaux,48.7194511,2.1030513,95,Parking sous-sol,,,,,,78114,,
LRYE,1 SQUARE DE LA CURE 78114 Magny-les-Hameaux,48.7172827,2.100844,46,Parking sous-sol,,,,,,78114,,
LRYE,- SQUARE DE LA BARRERIE 78114 Magny-les-Hameaux,48.7197728,2.1036717,11,Garage,,,,,,78114,,
LRYE,- SQUARE DE LA CURE 78114 Magny-les-Hameaux,48.7173153,2.1013662,19,Garage,,,,,,78114,,
LRYE,- BOULEVARD DU MARECHAL JUIN 78200 Mantes-la-Jolie,48.9927386,1.7016174,49,Parking aerien,,,,,,78200,,
LRYE,- PASSAGE ST NICOLAS 78200 Mantes-la-Jolie,48.993501,1.6961042,34,Parking aerien,,,,,,78200,,
LRYE,- RUE DU DOCTEUR PAUL BROCA 78200 Mantes-la-Jolie,49.0024999,1.6867928,3,Non renseigné,,,,,,78200,,
LRYE,- ZAC HENRI IV 78200 Mantes-la-Jolie,48.9896249,1.7151582,76,Parking sous-sol,,,,,,78200,,
LRYE,- RUE DES VAUX MONNEUSES 78711 Mantes-la-Ville,48.9809695,1.7028851,10,Non renseigné,,,,,,78711,,
LRYE,- RUE DE NORMANDIE 78711 Mantes-la-Ville,48.9802045,1.7098199,13,Parking aerien,,,,,,78711,,
LRYE,- RUE DE MAREIL 78160 Marly-le-Roi,48.877339,2.085269,19,Parking sous-sol,,,,,,78160,,
LRYE,6 RUE DES POTERIES 78160 Marly-le-Roi,48.8739488,2.0842787,59,Non renseigné,,,,,,78160,,
LRYE,- SQUARE MARCEAU 78600 Le-Mesnil-le-Roi,48.940752,2.1299854,2,Parking aerien,,,,,,78600,,
LRYE,- RUE DES ANNONCIADES 78250 MEULAN-EN-YVELINES,49.0066281,1.9159044,2,Non renseigné,,,,,,78250,,
LRYE,7 RUE DU MONTOIRE 91310 MONTLHERY,48.6378466,2.2685724,2,Parking aerien,,,,,,91310,,
LRYE,- RUE LEO LAGRANGE 78130 LES MUREAUX,48.9870126,1.9067937,27,Non renseigné,,,,,,78130,,
LRYE,8 ALLEE GEORGES BIZET 78130 LES MUREAUX,48.9772407,1.9162072,1,Non renseigné,,,,,,78130,,
LRYE,1 RUE DE LA CROIX VERTE 78130 LES MUREAUX,48.990527,1.9235369,30,Garage,,,,,,78130,,
LRYE,9 RESIDENCE CHANTERAINE 91940 LES ULIS,48.6831848,2.1774218,298,Parking sous-sol,,,,,,91940,,
LRYE,51 RUE CHARLES PEGUY 91120 PALAISEAU,48.7034773,2.2218346,45,Non renseigné,,,,,,91120,,
LRYE,- SILOT RUE DANTON 78370 PLAISIR,48.8214648,1.95248,5,Non renseigné,,,,,,78370,,
LRYE,- RUE ABEL GUYET 78370 PLAISIR,48.8283569,1.945315,5,Garage,,,,,,78370,,
LRYE,- RUE JACQUES TATI 78370 PLAISIR,48.825456,1.958351,24,Non renseigné,,,,,,78370,,
LRYE,- RESIDENCE DE GRENONVILLIERS 78120 RAMBOUILLET,48.6543735,1.8383607,30,Garage,,,,,,78120,,
LRYE,2 RUE JACQUES DECOUR 78210 Saint-Cyr-lÉcole,48.8056344,2.0573217,1,Non renseigné,,,,,,78210,,
LRYE,- RUE NUNGESSER ET COLI 78210 Saint-Cyr-lÉcole,48.8017609,2.0726077,21,Parking aerien,,,,,,78210,,
LRYE,- SQUARE DE L'HOTEL DE VILLE 78210 Saint-Cyr-lÉcole,48.7995823,2.0660128,1,Non renseigné,,,,,,78210,,
LRYE,- PLACE GELDROP 78210 Saint-Cyr-lÉcole,48.8052645,2.0575322,25,Garage,,,,,,78210,,
LRYE,- RUE DU DOCTEUR LARGET 78100 Saint-Germain-en-Laye,48.9315928,2.0921881,2,Parking sous-sol,,,,,,78100,,
